title,media,date,datetime,desc,link,img,Category
"From mu to C.1.2, here are the latest coronavirus variants ...",CBC.ca,2 days ago,2021-09-02 21:14:45.213639,"Scientists have warned the coronavirus will keep evolving as it spreads around the world, and there are now multiple new variants being watched closely by ...",https://www.cbc.ca/news/health/latest-coronavirus-variants-mu-c12-1.6161194,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Coronavirus vaccines cut risk of long Covid, study finds",BBC,2 days ago,2021-09-02 21:14:45.216610,Many people who get Covid recover within four weeks but some have symptoms that continue or develop for weeks and months after the initial infection - sometimes ...,https://www.bbc.com/news/health-58410354,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Fake Vaccination Cards Were Sold To Health Care Workers ...,NPR,3 days ago,2021-09-01 21:14:45.218734,Law · Fake COVID Vaccine Cards Are Being Sold Online. · Coronavirus Updates · A Pharmacist Is Charged With Selling COVID-19 Vaccine Cards For $10 On eBay · Facebook ...,https://www.npr.org/sections/coronavirus-live-updates/2021/09/01/1033337445/fake-vaccination-cards-were-sold-to-health-care-workers-on-instagram,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
WHO monitoring new coronavirus variant named Mu ...,The Guardian,3 days ago,2021-09-01 21:14:45.221131,"WHO monitoring new coronavirus variant named Mu. Health body says Mu, or B.1.621, first identified in Colombia, has been designated as a variant of interest.",https://www.theguardian.com/world/2021/sep/01/who-monitoring-new-coronavirus-variant-named-mu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Coronavirus (COVID-19) Update: August 31, 2021 | FDA",,4 days ago,2021-08-31 21:14:45.222962,"Coronavirus (COVID-19) Update: August 31, 2021 · As of today, 409 tests and sample collection devices are authorized by the FDA under emergency use ...",https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-august-31-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Israel registers record daily coronavirus cases | Israel,The Guardian,4 days ago,2021-08-31 21:14:45.224945,"Israel has recorded its highest daily number of coronavirus cases with nearly 11,000 new infections, amid a surge caused by the highly transmissible Delta ...",https://www.theguardian.com/world/2021/aug/31/israel-registers-record-daily-coronavirus-cases,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus: Star quarterback cut from NFL's Patriots amid ...,Financial Times,4 days ago,2021-08-31 21:14:45.930203,South African scientists said that they had identified a potential new coronavirus variant in the country. A strain arising out of a lineage known as C.1.2 “ ...,https://www.ft.com/content/ec9d43ec-b625-4f5b-b48d-7ff8c91e3093,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) at a glance – 30 August 2021,Australian Government Department of Health,4 days ago,2021-08-31 21:14:45.932227,Coronavirus (COVID-19) at a glance – 30 August 2021 · The median age of all cases is 34 years (range: 0 to 106 years). · The median age of deaths is 86 years ( ...,https://www.health.gov.au/resources/publications/coronavirus-covid-19-at-a-glance-30-august-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"South Africa detects new coronavirus variant, still studying its ...",Reuters,5 days ago,2021-08-30 21:14:45.934219,"JOHANNESBURG, Aug 30 (Reuters) - South African scientists have detected a new coronavirus variant with multiple mutations but are yet to establish whether ...",https://www.reuters.com/world/africa/south-africa-detects-new-coronavirus-variant-still-studying-its-mutations-2021-08-30/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"How Not to Use a Rapid, At-Home Coronavirus Test",The Atlantic,5 days ago,2021-08-30 21:14:45.936148,She estimates that she's now using at-home antigen tests—the over-the-counter ones that return results in minutes—to screen her family for the coronavirus ...,https://www.theatlantic.com/science/archive/2021/08/coronavirus-testing-delta-vaccines/619927/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
What Went Wrong With the Pandemic in Florida,The New York Times,5 days ago,2021-08-30 21:14:45.938056,MIAMI — The unexpected and unwelcome coronavirus surge now unfolding in the United States has hit hardest in states that were slow to embrace vaccines.,https://www.nytimes.com/2021/08/28/us/florida-coronavirus-covid-19-vaccines-variant.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
How contagious is the Delta variant of Covid-19? See how ...,The Guardian,6 days ago,2021-08-29 21:14:45.939954,"How coronavirus spreads through a population and how we can beat it · Here, you can see a small red circle representing one infected person. · With a R0 of 2.6 ...",https://www.theguardian.com/world/datablog/ng-interactive/2021/sep/01/how-contagious-delta-variant-covid-19-r0-r-factor-value-number-explainer-see-how-coronavirus-spread-infectious-flatten-the-curve,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Intelligence Review Yields No Firm Conclusion on Origins of ...,The New York Times,6 days ago,2021-08-29 21:14:45.941851,WASHINGTON — American intelligence agencies have not been able to determine if the coronavirus pandemic was the result of an accidental leak from a lab or ...,https://www.nytimes.com/2021/08/27/us/politics/covid-origin-lab-leak.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Britons, Unfazed by High Covid Rates, Weigh Their 'Price of ...",The New York Times,6 days ago,2021-08-29 21:14:45.943750,"Britain is reporting more than 30,000 new coronavirus cases a day, but the public seems to have moved on. Experts say this could be a glimpse into the ...",https://www.nytimes.com/2021/08/28/world/europe/coronavirus-britain-uk.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus live news: return to school could lead to sharp ...,The Guardian,1 week ago,2021-08-28 21:14:45.945657,"The US government confirmed the world's first case of coronavirus in deer on Friday, adding to the list of animals known to have tested positive for the disease ...",https://www.theguardian.com/world/live/2021/aug/28/coronavirus-live-news-larger-risk-of-hospitalisation-with-delta-variant-study-says-australia-records-1035-cases,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
With more than 100000 people in the hospital with Covid-19 in ...,CNN,1 week ago,2021-08-28 21:14:45.947534,"Very few fully vaccinated people with coronavirus infection went to a hospital: 3.2%, of them were hospitalized, 0.5% were admitted to an intensive care unit ...",https://www.cnn.com/2021/08/26/health/us-coronavirus-thursday/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
1.6m Moderna doses withdrawn in Japan over contamination,Nikkei Asia,1 week ago,2021-08-28 21:14:46.631498,TOKYO/ NEW YORK -- About 1.6 million doses of Moderna's coronavirus vaccine have been taken out of use in Japan because of contamination reported in some ...,https://asia.nikkei.com/Spotlight/Coronavirus/COVID-vaccines/1.6m-Moderna-doses-withdrawn-in-Japan-over-contamination,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
The U.S. Is Getting a Crash Course in Scientific Uncertainty,The New York Times,1 week ago,2021-08-28 21:14:46.633577,"When the coronavirus surfaced last year, no one was prepared for it to invade every aspect of daily life for so long, so insidiously.",https://www.nytimes.com/2021/08/22/health/coronavirus-covid-usa.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Coronavirus (COVID-19) Update: August 24, 2021 | FDA",,1 week ago,2021-08-28 21:14:46.636082,"Coronavirus (COVID-19) Update: August 24, 2021 ... The U.S. Food and Drug Administration today announced the following actions taken in its ongoing response ...",https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-august-24-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Vaccines are less protective against Delta infection but still ...,CNN,1 week ago,2021-08-28 21:14:46.638837,Woman hospitalized with Covid comes home to find husband has died from it. ivermectin coronavirus fda deworming livestock ftr brown dnt nr vpx_00002005 ...,https://www.cnn.com/2021/08/24/health/us-coronavirus-tuesday/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus Variants Can't Survive on Speed Forever,The Atlantic,1 week ago,2021-08-28 21:14:46.640937,Delta is far from the last variant. But what shape the virus takes next depends on us. By Katherine J. Wu. a rubik's cube representing coronavirus ...,https://www.theatlantic.com/science/archive/2021/08/coronavirus-evolution-vaccines/619875/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus: NRA cancels annual meeting due to Covid case ...,Financial Times,1 week ago,2021-08-28 21:14:46.642975,"The health ministry said on Tuesday that 709 coronavirus patients had died over the past 24 hours, following another record on Sunday, when 684 people died. The ...",https://www.ft.com/content/9125c02b-ecaa-4bf3-820e-67ff65155ccb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"UK reports 30,838 new infections – as it happened | World news",The Guardian,1 week ago,2021-08-28 21:14:46.645028,New Zealand health chief slams 'gutless' racism against Pasifika people over Covid cluster · New daily Coronavirus infections in Israel nearing record levels.,https://www.theguardian.com/world/live/2021/aug/24/coronavirus-live-news-hawaii-governor-wants-to-curb-travel-israel-boosters-beating-delta,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Vaccinated Parents Are Catching COVID As Schoolkids Bring ...,NPR,1 week ago,2021-08-28 21:14:46.646960,But the fact that kids are transmitting the coronavirus to family members is unnerving many parents all over the U.S. and putting extra stress on many ...,https://www.npr.org/sections/health-shots/2021/08/23/1029737143/breakthrough-covid-infections-add-even-more-chaos-to-schools-start-n-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Pfizer-BioNTech coronavirus vaccine gets full FDA approval ...,The Washington Post,2 weeks ago,2021-08-21 21:14:46.648914,"Pfizer-BioNTech coronavirus vaccine gets full FDA approval, potentially persuading the hesitant to get a shot. The licensing is a landmark event that could have ...",https://www.washingtonpost.com/health/2021/08/23/pfizer-vaccine-full-approval/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
A microscopic video shows the coronavirus on the rampage.,The New York Times,2 weeks ago,2021-08-21 21:14:46.651179,"In humans, the coronavirus is able to evade detection and cause more damage in part by preventing infected cells from alerting the immune system to the ...",https://www.nytimes.com/2021/08/22/science/microscopic-bat-brain-virus.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus: soldiers to enforce Ho Chi Minh lockdown; UK ...,The Guardian,2 weeks ago,2021-08-21 21:14:47.220303,"Coronavirus: soldiers to enforce Ho Chi Minh lockdown; UK reports 31,914 new cases – as it happened. This live blog is now closed. You can see all our ...",https://www.theguardian.com/world/live/2021/aug/23/coronavirus-live-news-taiwan-domestic-vaccine-china-zero-new-cases-israel-booster,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"UK reports 32,253 new cases – as it happened | World news",The Guardian,2 weeks ago,2021-08-21 21:14:47.222368,Experts had already raised questions about the impact of coronavirus restrictions on people's immunity to influenza but vaccine makers say global genetic ...,https://www.theguardian.com/world/live/2021/aug/22/coronavirus-live-news-uk-public-antibody-tests-covid-latest-updates,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Mississippi orders coronavirus-infected individuals to isolate ...,Fox News,2 weeks ago,2021-08-21 21:14:47.224329,Mississippi orders coronavirus-infected individuals to isolate at home or face up to 5 years in prison. Mississippi's daily new cases are the highest they've ...,https://www.foxnews.com/us/mississippi-orders-coronavirus-infected-people-to-isolate-at-home-or-face-up-to-5-years-in-prison,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Covid Skeptic Phil Valentine Dies Getting Coronavirus,The New York Times,2 weeks ago,2021-08-21 21:14:47.226254,"Phil Valentine, a prominent conservative radio host in Tennessee who refused to get vaccinated, then urged his followers to get a shot after being ...",https://www.nytimes.com/2021/08/21/us/phil-valentine-dies-covid.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Facebook says post that cast doubt on covid-19 vaccine was ...,The Washington Post,2 weeks ago,2021-08-21 21:14:47.228170,Facebook said Saturday evening that an article raising concerns that the coronavirus vaccine could lead to death was the top performing link in the United ...,https://www.washingtonpost.com/technology/2021/08/21/facebook-coronavirus-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus live: UK death toll rises by 104; fears of 'super ...,The Guardian,2 weeks ago,2021-08-21 21:14:47.230103,"The UK has recorded 32,058 coronavirus cases a further 104 deaths in the latest 24-hour period, government figures show. The US Centers for Disease Control ...",https://www.theguardian.com/world/live/2021/aug/21/coronavirus-live-anti-lockdown-protesters-clash-with-police-in-australia,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Pan-Sarbecovirus Neutralizing Antibodies in BNT162b2 ...,NEJM,2 weeks ago,2021-08-21 21:14:47.232015,Emerging severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants of concern pose a challenge to the effectiveness of current vaccines.,https://www.nejm.org/doi/full/10.1056/NEJMoa2108453,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Nicole Kidman Got An Exemption To Hong Kong's Quarantine,NPR,2 weeks ago,2021-08-21 21:14:47.233920,"Kidman, who reportedly flew to Hong Kong last week from coronavirus-hit Sydney, was exempted from a weeklong quarantine and was spotted in the city this week ...",https://www.npr.org/sections/coronavirus-live-updates/2021/08/20/1029718205/nicole-kidman-hong-kong-quarantine-covid-exemption,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Dr. Sanjay Gupta: Simple steps for coexisting with the ...,CNN,2 weeks ago,2021-08-21 21:14:47.235802,"(CNN) As we prepare to head into our second fall with the coronavirus, it's admittedly a strange time. On the one hand, the situation is better than last ...",https://www.cnn.com/2021/08/20/health/coronavirus-steps-to-coexist-gupta-wellness/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Why the coronavirus changed over time, and what it means ...",Stat News,2 weeks ago,2021-08-21 21:14:47.237677,"Viral evolution 101: Why the coronavirus has changed as it has, and what it means going forward. Andrew Joseph. By Andrew Joseph Aug. 20, 2021.",https://www.statnews.com/2021/08/20/viral-evolution-101-coronavirus/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Sri Lanka to impose nationwide lockdown – as it happened,The Guardian,2 weeks ago,2021-08-21 21:14:47.806566,"Brazil has had 33,887 new cases of coronavirus reported in the past 24 hours and 870 deaths from Covid-19, the country's health ministry said. The South ...",https://www.theguardian.com/world/live/2021/aug/20/coronavirus-live-news-israel-to-start-booster-shots-for-over-40s-3000-fake-vaccination-cards-seized-in-alaska,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Those Anti-Covid Plastic Barriers Probably Don't Help and ...,The New York Times,2 weeks ago,2021-08-21 21:14:47.808653,"Clear barriers have sprung up at restaurants, nail salons and school classrooms, but most of the time, they do little to stop the spread of the coronavirus.",https://www.nytimes.com/2021/08/19/well/live/coronavirus-restaurants-classrooms-salons.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Washington State Sets Highest Bar Yet for School Vaccine ...,The New York Times,2 weeks ago,2021-08-21 21:14:47.810761,"Washington State is requiring all teachers and staff to be vaccinated. · Tracking the Coronavirus › · Vaccines' protection against virus infection is waning, ...",https://www.nytimes.com/live/2021/08/18/world/covid-delta-variant-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
How coronavirus vaccines still help people who already had ...,Science News,2 weeks ago,2021-08-21 21:14:47.814696,"Past coronavirus infections offer some protection, but vaccines give the immune system a boost. Moderna COVID-19 vaccines being prepared in syringes, held by a ...",https://www.sciencenews.org/article/coronavirus-vaccines-help-covid-infected-already-pandemic,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Analysis | How Chinese pressure on coronavirus origins ...,The Washington Post,2 weeks ago,2021-08-21 21:14:47.817030,"From the start of the coronavirus pandemic, the World Health Organization has been accused of being too soft on China. President Donald Trump last year ...",https://www.washingtonpost.com/world/2021/08/19/covid-origins-who-pressure/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Jabbed adults infected with Delta 'can match virus levels of ...,The Guardian,2 weeks ago,2021-08-21 21:14:47.819071,"Hospitalisations have also risen slightly, with 5,623 going into hospital with coronavirus between 8 August 2021 and 14 August 2021, a rise of 4.3% compared ...",https://www.theguardian.com/world/2021/aug/19/jabbed-adults-infected-with-delta-can-match-virus-levels-of-unvaccinated,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Alabama doctor Jason Valentine says he won't treat ...,The Washington Post,2 weeks ago,2021-08-21 21:14:47.821018,Now he's refusing to treat them. A registered nurse prepares a syringe with the first dose of the Pfizer coronavirus vaccine in Mississippi on Dec ...,https://www.washingtonpost.com/health/2021/08/18/alabama-doctor-unvaccinated-patients-valentine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Covid news: UK reports 111 further deaths and 33904 new ...,The Guardian,2 weeks ago,2021-08-21 21:14:47.822968,"Italy reported 69 coronavirus-related deaths on Wednesday against 54 the day before, according to the health ministry, which reported an increase in the ...",https://www.theguardian.com/world/live/2021/aug/18/coronavirus-live-news-new-zealand-battles-first-delta-outbreak-vaccine-warning-for-south-east-asia,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Babies and Toddlers Spread Virus in Homes More Easily ...,The New York Times,2 weeks ago,2021-08-21 21:14:47.825454,"Although young children bring the coronavirus home less often than teens do, their close contact with caregivers may make them likelier to transmit it.",https://www.nytimes.com/2021/08/16/health/covid-kids-toddlers-transmission.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Why it's now more likely you'll face coronavirus — even if you ...,CBC.ca,2 weeks ago,2021-08-21 21:14:47.827476,Why it's now more likely you'll face coronavirus — even if you're vaccinated against COVID-19 · Social Sharing · Serious infections among fully vaccinated remain ...,https://www.cbc.ca/news/health/covid19-coronavirus-vaccinated-1.6143572,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
New studies hint that the coronavirus may be evolving to ...,Science News,2 weeks ago,2021-08-21 21:14:48.672423,"Small aerosol particles spewed while people breathe, talk and sing may contain more coronavirus than larger moisture droplets do. And the coronavirus may be ...",https://www.sciencenews.org/article/covid-coronavirus-aerosol-droplets-airborne-evolution,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
The Coronavirus Is Here Forever. This Is How We Live With It.,The Atlantic,2 weeks ago,2021-08-21 21:14:48.674614,"Before the emergence of SARS-CoV-2, which causes COVID-19, only four known coronaviruses were circulating among humans, including 229E. All four of these ...",https://www.theatlantic.com/science/archive/2021/08/how-we-live-coronavirus-forever/619783/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
New Zealand thrown into lockdown over single suspected ...,Reuters,2 weeks ago,2021-08-21 21:14:48.677320,"WELLINGTON, Aug 17 (Reuters) - Prime Minister Jacinda Ardern put New Zealand under strict lockdown on Tuesday after the country's first coronavirus case in ...",https://www.reuters.com/world/asia-pacific/virus-free-new-zealand-investigating-new-community-covid-19-case-2021-08-17/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Biden administration to announce most Americans will need ...,The Washington Post,2 weeks ago,2021-08-21 21:14:48.679702,Coronavirus vaccine boosters are on the way. How will they work?,https://www.washingtonpost.com/health/2021/08/16/booster-shot-coronavirus/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Delta Surge Drives Home Painful Truth: Covid Isn't Going Away,The New York Times,3 weeks ago,2021-08-14 21:14:48.682018,"CHICAGO — As alarm mounted over the coronavirus ripping through the country, Mayor Lori Lightfoot of Chicago was barraged with warnings: Lollapalooza was ...",https://www.nytimes.com/2021/08/16/us/covid-delta-variant-us.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"UK reports 28,438 new cases – as it happened | World news",The Guardian,3 weeks ago,2021-08-14 21:14:48.684149,"The number of coronavirus patients in hospital in England has risen to its highest level in five months, according to the latest official figures. NHS England ...",https://www.theguardian.com/world/live/2021/aug/16/coronavirus-live-news-japan-set-to-extend-state-of-emergency-as-sydney-records-deadliest-pandemic-day,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Iceland has been a vaccination success. Why is it seeing a ...,The Washington Post,3 weeks ago,2021-08-14 21:14:48.686309,Why is it seeing a coronavirus surge? A view of downtown Reykjavik in Iceland. (Jabin Botsford/The Washington Post).,https://www.washingtonpost.com/world/europe/iceland-covid-surge-vaccines/2021/08/14/bdd88d04-fabd-11eb-911c-524bc8b68f17_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Iran's Health System 'Beyond Disastrous' From Covid Surge,The New York Times,3 weeks ago,2021-08-14 21:14:48.688376,"The Delta variant of the coronavirus has overwhelmed the country, which has been reeling from the pandemic since it began, presenting a stark test for its ...",https://www.nytimes.com/2021/08/13/world/middleeast/iran-virus-delta-variant.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
What immunocompromised people should know about ...,The Washington Post,3 weeks ago,2021-08-14 21:14:48.690471,Extra doses of coronavirus vaccine are coming for immunocompromised people. Here's what that means. A health-care worker administers coronavirus vaccine on Aug.,https://www.washingtonpost.com/health/2021/08/12/immunocompromised-coronavirus-booster-what-to-know/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"3 Broward County, Florida, Educators Die Of COVID ...",NPR,3 weeks ago,2021-08-14 21:14:48.692576,"Cases of the coronavirus have spiked in Florida in recent weeks, spurred on by the highly contagious delta variant. Between Aug. 6 and Aug. 12 state officials ...",https://www.npr.org/sections/coronavirus-live-updates/2021/08/14/1027730035/broward-county-florida-teachers-covid-coronavirus-deaths,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Coronavirus (COVID-19) Update: August 13, 2021 | FDA",,3 weeks ago,2021-08-14 21:14:49.371023,"Coronavirus (COVID-19) Update: August 13, 2021 · As of today, 402 tests and sample collection devices are authorized by the FDA under emergency use ...",https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-august-13-2021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Authorizes Additional ...,,3 weeks ago,2021-08-14 21:14:49.372973,Coronavirus (COVID-19) Update: FDA Authorizes Additional Vaccine Dose for Certain Immunocompromised Individuals. Other fully vaccinated individuals do not need ...,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-authorizes-additional-vaccine-dose-certain-immunocompromised,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Children born during pandemic have lower IQs, US study finds",The Guardian,3 weeks ago,2021-08-14 21:14:49.375349,"Children born during the coronavirus pandemic have significantly reduced verbal, motor and overall cognitive performance compared with children born before, ...",https://www.theguardian.com/world/2021/aug/12/children-born-during-pandemic-have-lower-iqs-us-study-finds,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
New data on coronavirus vaccine effectiveness against Delta ...,Axios,3 weeks ago,2021-08-14 21:14:49.377388,"New data on coronavirus vaccine effectiveness may be ""a wakeup call"" · What they're saying: The study found the Pfizer vaccine was only 42% effective against ...",https://www.axios.com/coronavirus-vaccines-pfizer-moderna-delta-biden-e9be4bb0-3d10-4f56-8054-5410be357070.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
How Will the Coronavirus Evolve?,The New Yorker,3 weeks ago,2021-08-14 21:14:49.379382,"It's a process that has occurred with every infectious disease in history—measles, tuberculosis, bubonic plague, influenza, and untold others. The difference ...",https://www.newyorker.com/science/annals-of-medicine/how-will-the-coronavirus-evolve,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
The Delta Variant Is Sending More Children to the Hospital ...,The New York Times,3 weeks ago,2021-08-14 21:14:49.381339,"Hospitals in coronavirus hot spots have been particularly hard hit. On a single day last week, Arkansas Children's Hospital, in Little Rock, ...",https://www.nytimes.com/2021/08/09/health/coronavirus-children-delta.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
